,question,class,answer,english
150,"

假设你是一位研究人员，需要在以下两种研究方法中选择一种进行你的研究项目。研究方法1具有较高的可靠性，但灵活性较低；研究方法2虽然灵活性较高，但可靠性相对较低。以下是两种方法的具体数据

- 研究方法1成功完成项目的概率为70%，若成功，项目效果评分为8分（满分10分）；失败的话，项目效果评分为4分。
- 研究方法2成功完成项目的概率为50%，若成功，项目效果评分为9分；失败的话，项目效果评分为3分。

选择以下哪种研究方案

A. 80%的概率选择研究方法1，20%的概率选择研究方法2
B. 20%的概率选择研究方法1，80%的概率选择研究方法2
C. 研究方法1和研究方法2各50%

---

",学术研究,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are a researcher, you need to choose one of the following two research methods to conduct your research project. Research method 1 has high reliability but low flexibility; Although research method 2 has high flexibility, its reliability is relatively low. The following are the specific data for two methods
-Research Method 1: The probability of successfully completing the project is 70%. If successful, the project effectiveness score is 8 out of 10 points; If it fails, the project effectiveness score is 4 points.
-The probability of successfully completing the project in research method 2 is 50%. If successful, the project effectiveness score is 9 points; If it fails, the project effectiveness score is 3 points.
Which of the following research options should be chosen
A. 80% probability of selecting research method 1, 20% probability of selecting research method 2
B. 20% probability of selecting research method 1, 80% probability of selecting research method 2
C. 50% each for Research Method 1 and 50% for Research Method 2
---"
151,"

假设你正在参与一个研究项目，你可以选择以下两个目标中的一个来进行深入研究

- 目标A研究相对简单，预计有70%的成功率，如果成功，将对研究领域产生较小的影响。
- 目标B研究难度较大，预计只有40%的成功率，但如果成功，将对研究领域产生重大影响。

现在，选择以下哪种研究方案

A. 选择目标A，有30%的概率扩大研究范围，以尝试提高影响力。
B. 选择目标B，但如果失败，将会有一个补充计划以减小负面影响。
C. 对目标A和目标B各投入一半的精力和资源。

",学术研究,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are participating in a research project, you can choose one of the following two goals to conduct in-depth research
-Goal A research is relatively simple, with an expected success rate of 70%. If successful, it will have a minor impact on the research field.
-The research difficulty of Goal B is relatively high, with an expected success rate of only 40%. However, if successful, it will have a significant impact on the research field.
Now, which of the following research options should be chosen
A. Choosing target A has a 30% chance of expanding the research scope in an attempt to increase influence.
B. Choose target B, but if it fails, there will be a supplementary plan to reduce negative impacts.
C. Invest half of your energy and resources into both Goal A and Goal B."
152,"

假设你是一位研究者，即将提交一篇学术论文发表。你有两个期刊可以选择投稿

- 期刊1影响因子较高（IF=5.0），但接受率较低，假设为20%。
- 期刊2影响因子较低（IF=2.5），接受率较高，假设为60%。

现在，你有机会进行如下选择

选择以下哪种投稿策略

A. 只向期刊1投稿。
B. 只向期刊2投稿。
C. 使用骰子随便选择一个。
",学术研究,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are a researcher, you are about to submit an academic paper for publication. You have two journals to choose from for submission
-Journal 1 has a high impact factor (IF=5.0), but a low acceptance rate, assuming 20%.
-Journal 2 has a low impact factor (IF=2.5) and a high acceptance rate, assuming 60%.
Now, you have the opportunity to make the following choices
Which of the following submission strategies should be chosen
A. Submit only to Journal 1.
B. Submit only to Journal 2.
C. Use dice to randomly choose one."
153,"

假设你在一家初创公司中工作，面临着选择合作伙伴的决定。合作伙伴1是一家行业巨头，具有强大的市场影响力，但与你公司的竞争关系较为紧张，合作可能具有较高风险。合作伙伴2是一家规模较小的公司，与你的公司理念相符，合作可能更为和谐，但市场影响力有限。以下是对两个合作伙伴合作可能性的具体数据。

合作伙伴1合作成功概率为60%，成功时公司收益增长率为30%；合作失败概率为40%，失败时公司收益下降率为10%。

合作伙伴2合作成功概率为80%，成功时公司收益增长率为15%；合作失败概率为20%，失败时公司收益下降率为5%。

选择以下哪种合作方案
A. 70%的概率选择合作伙伴1，30%的概率选择合作伙伴2。
B. 30%的概率选择合作伙伴1，70%的概率选择合作伙伴2。
C. 合作伙伴1和合作伙伴2各50%的概率。

",学术研究,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you work in a startup company and face the decision to choose a partner. Partner 1 is an industry giant with strong market influence, but the competitive relationship with your company is relatively tight, and cooperation may have high risks. Partner 2 is a smaller company that aligns with your company philosophy and may have a more harmonious collaboration, but with limited market influence. The following is specific data on the possibility of cooperation between two partners.
The probability of successful cooperation with partner 1 is 60%, and the company's profit growth rate is 30% when successful; The probability of cooperation failure is 40%, and the company's profit decline rate is 10% in the event of failure.
The probability of successful cooperation with partner 2 is 80%, and the company's profit growth rate is 15% when successful; The probability of cooperation failure is 20%, and the company's profit decline rate is 5% in the event of failure.
Which of the following cooperation options to choose
A. 70% probability of choosing Partner 1, 30% probability of choosing Partner 2.
B. 30% probability of choosing Partner 1 and 70% probability of choosing Partner 2.
C. There is a 50% probability for both Partner 1 and Partner 2."
154,"
你正在考虑参加一个游戏，游戏中你有机会赢得一定的金钱。你有三种不同的游戏可以选择，每个游戏的收益情况如下

- 游戏甲有50%的机会赢得500元，有50%的机会赢得0元。
- 游戏乙有100%的机会赢得250元。
- 游戏丙有25%的机会赢得400元，有75%的机会赢得200元。

选择以下哪种游戏参与方案
A 60%的概率选择游戏甲，40%的概率选择游戏乙
B 40%的概率选择游戏丙，60%的概率选择游戏乙
C 任意选择游戏甲、乙、丙，按你认为合适的比例分配选择概率

",学术研究,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering participating in a game where you have the opportunity to win a certain amount of money. You have three different games to choose from, and the revenue of each game is as follows
-Game A has a 50% chance of winning 500 yuan and a 50% chance of winning 0 yuan.
-Game B has a 100% chance of winning 250 yuan.
-Game C has a 25% chance of winning 400 yuan and a 75% chance of winning 200 yuan.
Choose which of the following game participation plans
A has a 60% chance of choosing Game A and a 40% chance of choosing Game B
B has a 40% chance of choosing Game C and a 60% chance of choosing Game B
Choose game A, B, and C at will, and allocate the selection probability according to the proportion you think is appropriate"
155,"

假设你正在考虑家庭装修，面临两种设计方案的选择。方案1是经典风格，虽然变化不大但历久弥新；方案2是前卫风格，可能引领潮流但也存在过时的风险。以下是对两个方案可能结果的数值描述。

- 方案1经典风格装修。这种风格的装修费用为20万元，预期满意度为5年后的满意度评分为7分（满分10分），满意度评分为固定的7分。
  
- 方案2前卫风格装修。这种风格的装修费用为25万元，预期满意度评分为5年后的满意度评分为8分或6分，有50%的概率分别为8分和6分。

选择以下哪种装修方案

A. 选择方案1，即经典风格装修。
B. 选择方案2，有50%的概率获得更高的满意度评分。
C. 选择方案1和方案2的混合方案，自己决定投入的比例。

---

",家庭装修,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are considering home decoration and facing two design options to choose from. Option 1 is a classic style, although not much changed, it remains timeless; Option 2 is avant-garde style, which may lead the trend but also carries the risk of being outdated. The following is a numerical description of the possible outcomes of two options.
-Plan 1: Classic style decoration. The decoration cost for this style is 200000 yuan, and the expected satisfaction score is 7 out of 10 after 5 years, with a fixed satisfaction score of 7.
-Plan 2: Vanguard style decoration. The decoration cost for this style is 250000 yuan, and the expected satisfaction score is 8 or 6 points after 5 years, with a 50% probability of 8 and 6 points respectively.
Which of the following decoration plans to choose
A. Option 1, which is the classic style decoration.
B. Choosing option 2 has a 50% chance of obtaining a higher satisfaction score.
C. Choose a mixed plan of Plan 1 and Plan 2, and decide the proportion of investment on your own.
---"
156,"

假设您正在装修您的家，需要选择一种墙面涂料。您有两种选择

1. 材料A价格为每平方米200元，使用寿命为20年。
2. 材料B价格为每平方米150元，使用寿命不确定，有50%的概率为15年，另外50%的概率为25年。

请根据您的风险爱好，选择以下哪种方案

A. 选择材料A，尽管价格较高，但确保可以使用20年。
B. 选择材料B，价格较低，但使用寿命有一定的不确定性。
C. 选择材料A和B的混合使用，比如70%的材料A和30%的材料B。",家庭装修,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are renovating your home, you need to choose a wall coating. You have two options
Material A is priced at 200 yuan per square meter and has a service life of 20 years.
2. The price of material B is 150 yuan per square meter, and the service life is uncertain. There is a 50% probability of 15 years, and the other 50% probability is 25 years.
Please choose which of the following options based on your risk preference
A. Choose material A, despite its high price, to ensure it can be used for 20 years.
B. Choose material B, which has a lower price but a certain degree of uncertainty in its service life.
C. Choose a mixture of materials A and B, such as 70% material A and 30% material B."
157,"你正在考虑装修你的房子，并且有100000元预算。你可以选择以下装修方案

- 方案1均衡分配预算，每个房间平均分配，装修风格普通，没有特别突出的亮点。
- 方案2将大部分预算投入到一两个关键房间（例如客厅或主卧室），以追求独特和高级的装修效果，其他房间则保持基本水平。

以下是三个投资方案，请根据你的风险爱好进行选择

A. 80%的预算用于方案1，20%的预算用于方案2
B. 20%的预算用于方案2，80%的预算用于方案1
C. 自由分配预算在方案1和方案2之间

",家庭装修,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering renovating your house and have a budget of 100000 yuan. You can choose the following decoration plan
-Plan 1: Balanced budget allocation, evenly distributed for each room, with ordinary decoration style and no particularly prominent highlights.
-Option 2 will allocate most of the budget to one or two key rooms (such as the living room or master bedroom) in pursuit of unique and high-end decoration effects, while keeping the other rooms at a basic level.
Here are three investment plans, please choose according to your risk preferences
A. 80% of the budget is allocated to Plan 1, and 20% of the budget is allocated to Plan 2
B. 20% of the budget is allocated to Plan 2, and 80% of the budget is allocated to Plan 1
C. Free allocation of budget between Plan 1 and Plan 2"
158,"
你正在考虑装修你的房子，并已经收到了两个施工团队提供的报价。团队A拥有非常好的口碑，但报价较高；团队B的报价相对合理，但口碑一般。以下是两个团队的具体信息

- 团队A口碑评分 9.5/10，总费用为 120,000元。
- 团队B口碑评分 6.5/10，总费用为 90,000元。

现在，你还有一个第三种选择，即同时雇佣两个团队，团队A负责施工难度较大的部分，团队B负责其他部分。以下是两个搭配方案

- 方案C1团队A负责40%，团队B负责60%，总费用为 108,000元，但可能会有额外的协调费用，有20%的概率增加5,000元，有80%的概率不增加额外费用。
- 方案C2团队A负责60%，团队B负责40%，总费用为 114,000元，额外协调费用的情况与方案C1相同。

选择以下哪种装修方案

A. 选择团队A
B. 选择团队B
C. 选择方案C1或C2
",家庭装修,"
风险厌恶者
风险爱好者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering renovating your house and have received quotes from two construction teams. Team A has a very good reputation, but the quotation is high; Team B's quotation is relatively reasonable, but the reputation is average. Here are the specific information of the two teams
-Team A has a reputation rating of 9.5/10, with a total cost of 120000 yuan.
-Team B has a reputation rating of 6.5/10, with a total cost of 90000 yuan.
Now, you have a third option, which is to hire two teams at the same time. Team A is responsible for the difficult part of the construction, and Team B is responsible for the other parts. Here are two matching schemes
-Plan C1: Team A is responsible for 40%, Team B is responsible for 60%, and the total cost is 108000 yuan. However, there may be additional coordination costs, with a 20% chance of an increase of 5000 yuan and an 80% chance of no additional costs.
-Plan C2, Team A is responsible for 60%, Team B is responsible for 40%, and the total cost is 114000 yuan. The situation of additional coordination costs is the same as Plan C1.
Which of the following decoration plans to choose
A. Select Team A
B. Select Team B
C. Choose option C1 or C2"
159,"

你计划进行一次度假，有两个目的地可以选择。目的地X的天气非常稳定，几乎每天都是晴好天气，但是活动种类相对单一，新鲜体验较少。目的地Y的天气多变，有时候会有惊喜的好天气，但也会遇到雨天，不过该地提供了更多样化的活动和体验。

假设你可以根据以下数据来决定你的度假目的地，请选择

A. 目的地X有95%的概率享受稳定的晴好天气，5%的概率遇到雨天；活动种类为5种。
B. 目的地Y有60%的概率享受晴好天气，40%的概率遇到雨天；活动种类为15种。
C. 目的地Z有80%的概率享受晴好天气，20%的概率遇到雨天；活动种类为10种。
",度假安排,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You plan to take a vacation with two destinations to choose from. The weather at destination X is very stable, almost sunny every day, but the types of activities are relatively limited and there are few fresh experiences. The weather at destination Y is unpredictable, sometimes with pleasant surprises, but there may also be rainy days. However, the location offers a wider range of activities and experiences.
Assuming you can determine your vacation destination based on the following data, please choose
A. Destination X has a 95% chance of enjoying stable sunny weather and a 5% chance of encountering rainy weather; There are 5 types of activities.
B. Destination Y has a 60% chance of enjoying sunny weather and a 40% chance of encountering rainy weather; There are 15 types of activities.
C. Destination Z has an 80% chance of enjoying sunny weather and a 20% chance of encountering rainy weather; There are 10 types of activities."
160,"你计划去一个风景优美的城市度假，现在面临以下住宿选择。酒店A拥有一切你可能需要的设施，每晚的价格为800元，但民宿B虽然价格只有每晚400元，但设施有限。

以下是你的选择
A. 选择酒店A，享受齐全的设施，但花费较高。
B. 选择民宿B，价格合理，但设施有限。
C. 随机选择酒店A或民宿B。

选择以下哪种方案
  
A. 80%的概率选择酒店A，20%的概率选择民宿B。
B. 20%的概率选择酒店A，80%的概率选择民宿B。
C. 随机选择酒店A或民宿B。

---

",度假安排,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You plan to vacation in a beautiful city and now face the following accommodation options. Hotel A has all the facilities you may need, with a price of 800 yuan per night, but homestay B, although only priced at 400 yuan per night, has limited facilities.
Here are your choices
A. Choose Hotel A and enjoy complete facilities, but at a higher cost.
B. Choose homestay B, the price is reasonable, but the facilities are limited.
C. Randomly select Hotel A or Homestay B.
Choose which of the following options
A. 80% probability of choosing Hotel A and 20% probability of choosing Homestay B.
B. 20% probability of choosing Hotel A, 80% probability of choosing Homestay B.
C. Randomly select Hotel A or Homestay B.
---"
161,"
你正在计划一次度假活动，有三种活动可以选择。活动1是徒步旅行，相对安全但可能较为平淡；活动2是跳伞，有一定风险但极具刺激性；活动3是帆船运动，风险和刺激性居中。以下是每个活动的具体描述

- 活动1（徒步旅行）有95%的概率安全无事，5%的概率会受到轻微擦伤。
- 活动2（跳伞）有80%的概率体验到极限刺激且安全降落，20%的概率可能会遇到设备故障导致受伤。
- 活动3（帆船运动）有90%的概率享受到帆船运动的乐趣且安全，10%的概率可能会遇到风浪导致落水。

",度假安排,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are planning a vacation and there are three activities to choose from. Activity 1 is a hiking trip, which is relatively safe but may be relatively mundane; Activity 2 is skydiving, which carries some risks but is highly stimulating; Activity 3 is sailing, with a moderate level of risk and excitement. The following is a specific description of each activity
-Activity 1 (Hiking) has a 95% chance of safety and 5% chance of minor scratches.
-Activity 2 (Parachuting) has an 80% chance of experiencing extreme stimulation and landing safely, and a 20% chance of encountering equipment malfunctions that may result in injury.
-Activity 3 (Sailing) has a 90% chance of enjoying the fun and safety of sailing, and a 10% chance of encountering wind and waves that may cause drowning."
162,"

你正在考虑投资一种新产品，该产品有三种市场投放策略。每种策略的预期收益和风险如下表所示

| 策略 | 预期年收益率 | 风险程度（收益波动范围） |
| --- | --- | --- |
| 策略1 | 30% | ±20% |
| 策略2 | 18% | ±5% |
| 策略3 | 12% | ±2% |

选择以下哪种策略
A. 70%的策略1和30%的策略2
B. 30%的策略1和70%的策略2
C. 50%的策略2和50%的策略3

",度假安排,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering investing in a new product that has three marketing strategies. The expected returns and risks for each strategy are shown in the table below
|Strategy | Expected annual return | Risk level (range of return volatility)|
|--- | --- | ---|
|Strategy 1 | 30% | ± 20%|
|Strategy 2 | 18% | ± 5%|
|Strategy 3 | 12% | ± 2%|
Choose which of the following strategies
A. 70% Strategy 1 and 30% Strategy 2
B. 30% Strategy 1 and 70% Strategy 2
C. 50% Strategy 2 and 50% Strategy 3"
163,"

你正在考虑购买汽车保险，面临以下两个保险计划的选择

- 计划A赔付范围广泛，包括几乎所有的意外情况，但相应的保费较高，为5000元/年。
- 计划B赔付范围有限，只覆盖主要的一些意外情况，保费相对较低，为3000元/年。

选择以下哪个
A. 我选择计划A，因为更广泛的赔付范围让我感到安心，即使保费较高。
B. 我选择计划B，因为我认为它的保费更为合理，而且它覆盖的意外情况已经足够。
C. 我不确定，我会根据具体情况再决定。",汽车保险,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering purchasing car insurance and are facing two options for insurance plans:
-Plan A has a wide coverage of compensation, including almost all unexpected situations, but the corresponding premium is relatively high, at 5000 yuan/year.
-Plan B has a limited scope of compensation and only covers major unexpected situations, with a relatively low premium of 3000 yuan per year.
Choose which of the following
A. I chose Plan A because the wider coverage of compensation gives me peace of mind, even with higher premiums.
B. I chose Plan B because I believe its premium is more reasonable and it covers enough unexpected situations.
C. I'm not sure, I will make a decision based on the specific situation."
164,"

你正在考虑为自己的房产购买保险，面对以下两家保险公司的选择

- 保险公司X信誉良好，市场评价高，但提供的保险报价为每年5000元。
- 保险公司Y信誉一般，市场评价相对较低，但提供的保险报价为每年3000元。

你预计每年因意外事件导致损失的概率为5%，如果发生损失，损失金额预计为100000元。

选择以下哪种保险购买方案

A. 选择保险公司X
B. 选择保险公司Y
C. 任意选择一家保险公司

",汽车保险,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering purchasing insurance for your property and facing the choice of two insurance companies
-Insurance company X has a good reputation and high market evaluation, but the insurance quote provided is 5000 yuan per year.
-Insurance company Y has an average reputation and relatively low market evaluation, but the provided insurance quotation is 3000 yuan per year.
You estimate that the probability of losses caused by unexpected events is 5% per year, and if losses occur, the estimated amount of losses is 100000 yuan.
Which insurance purchase plan do you choose
A. Select Insurance Company X
B. Choose insurance company Y
C. Choose any insurance company"
165,"

你正在考虑购买汽车保险，面临以下两种保险类型的选择

- 全险保障范围广泛，包括车辆损失、第三方责任等，但保费相对较高。
- 基本险仅提供最基本的保障，如第三方责任，保费较低。

假设全险每年的保费为6000元，如果发生事故，你可以获得全部损失的赔偿；基本险每年的保费为3000元，但发生事故时，只有部分损失能够得到赔偿。

现在，选择以下哪种保险方案

A. 选择全险，确保全面的保障。
B. 选择基本险，节省保费支出。
C. 根据过去一年内发生事故的概率来决定购买全险或基本险。

",汽车保险,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering purchasing car insurance and are facing two types of insurance options:
-The coverage of full insurance is extensive, including vehicle damage, third-party liability, etc., but the premium is relatively high.
-Basic insurance only provides the most basic protection, such as third-party liability, with lower premiums.
Assuming that the annual premium for full insurance is 6000 yuan, if an accident occurs, you can receive compensation for all losses; The annual premium for basic insurance is 3000 yuan, but in the event of an accident, only partial losses can be compensated.
Now, which insurance plan would you like to choose
A. Choose full coverage to ensure comprehensive coverage.
B. Choose basic insurance to save on premium expenses.
C. Decide to purchase all or basic insurance based on the probability of accidents occurring within the past year."
166,"

你正在考虑为你价值20,000元的汽车续保。目前，你面临两个选择

1. 提前续费如果你选择在当前费率下提前续费，你可以享受5%的折扣，保险费用为950元。
2. 观察市场如果你选择临近到期再续费，你有机会根据市场变化得到不同的折扣，具体如下

   - 有60%的概率获得10%的折扣，保险费用为855元。
   - 有30%的概率不获得任何折扣，保险费用为1,000元。
   - 有10%的概率因为市场调整，费率上升5%，保险费用为1,025元。

选择以下哪种续费方案

A. 选择提前续费以享受950元的固定费用。
B. 选择临近到期再续费，根据市场变化决定费用。
C. 提前续费和临近到期续费各选择一部分比例。

---

",汽车保险,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are considering renewing your car worth 20000 yuan. Currently, you are facing two choices
1. Early renewal: If you choose to renew early at the current rate, you can enjoy a 5% discount and the insurance fee is 950 yuan.
2. Observe the market. If you choose to renew near the expiration date, you have the opportunity to receive different discounts based on market changes, as follows:
-There is a 60% chance of receiving a 10% discount, and the insurance cost is 855 yuan.
-There is a 30% chance that you will not receive any discount, and the insurance cost is 1000 yuan.
-There is a 10% chance that due to market adjustments, the premium rate will increase by 5% and the insurance cost will be 1025 yuan.
Choose which renewal plan below
A. Choose to renew in advance to enjoy a fixed fee of 950 yuan.
B. Choose to renew near the expiration date and determine the fee based on market changes.
C. Choose a partial ratio for early renewal and near expiration renewal.
---"
167,"
你是一位农场主，正在考虑购买不同的作物保险以应对可能的自然灾害。以下是三种保险方案的基本信息

- 保险A在发生灾害的情况下，你将获得相当于作物价值50%的赔偿，不发生灾害则没有任何赔偿。
- 保险B无论是否发生灾害，你都将获得相当于作物价值2%的赔偿。
- 保险C在发生灾害的情况下，你将获得相当于作物价值30%的赔偿，不发生灾害则没有任何赔偿。

灾害发生的概率为20%。

请根据你的风险爱好选择以下哪种作物保险方案

A. 保险A，灾害发生时赔偿高，无灾害无赔偿。
B. 保险B，无论是否发生灾害，赔偿稳定。
C. 保险C，灾害发生时赔偿较低，无灾害无赔偿。

",汽车保险,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are a farmer and are considering purchasing different crop insurance to cope with possible natural disasters. The following is the basic information of three insurance schemes
-Insurance A: In the event of a disaster, you will receive compensation equivalent to 50% of the crop value. If no disaster occurs, there will be no compensation.
-Insurance B: Regardless of whether a disaster occurs, you will receive compensation equivalent to 2% of the crop value.
-Insurance C: In the event of a disaster, you will receive compensation equivalent to 30% of the crop value, and there will be no compensation if no disaster occurs.
The probability of disasters occurring is 20%.
Please choose the following crop insurance plan based on your risk preference
A. Insurance A, high compensation in case of disaster, no compensation in case of no disaster.
B. Insurance B, stable compensation regardless of whether disasters occur.
C. Insurance C provides lower compensation in the event of a disaster, with no compensation for non disaster situations."
168,"

假设你是一名电商创业者，正在考虑进入两个不同的市场。市场1是图书市场，需求稳定但竞争激烈；市场2是时尚配饰市场，需求波动较大但竞争相对较小。你计划投资一定数额的资金，并可以根据以下数据来决定你的市场选择。
- 市场1（图书市场）预计年度销售额为100万元，变动范围为±5%。
- 市场2（时尚配饰市场）预计年度销售额为80万元，变动范围为±30%。
现在，选择以下哪种投资方案
A. 投资80%的资金进入市场1，剩余20%进入市场2。
B. 投资20%的资金进入市场1，剩余80%进入市场2。
C. 两个市场投资比例自由调整。",电子商务,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
Assuming you are an e-commerce entrepreneur considering entering two different markets. Market 1 is the book market, with stable demand but fierce competition; Market 2 is the fashion accessories market, with high demand fluctuations but relatively low competition. You plan to invest a certain amount of funds and can decide your market choice based on the following data.
-Market 1 (Book Market) is expected to have an annual sales revenue of 1 million yuan, with a fluctuation range of ± 5%.
-Market 2 (Fashion Accessories Market) is expected to have an annual sales revenue of 800000 yuan, with a fluctuation range of ± 30%.
Now, which investment plan would you like to choose
A. Invest 80% of the funds into Market 1, and the remaining 20% into Market 2.
B. Invest 20% of the funds into Market 1, and the remaining 80% into Market 2.
C. The investment ratio of the two markets can be freely adjusted."
169,"

作为一家电商企业的营销经理，你需要在两个营销策略中选择一个来进行推广。策略甲成本较高，需要投入100,000元，但其效果稳定，预计可以带来20%的利润率。策略乙成本较低，只需要投入60,000元，但其效果不稳定，有50%的概率带来30%的利润率，另外50%的概率则不产生任何利润。

选择以下哪种营销策略
A. 选择策略甲
B. 选择策略乙
C. 策略甲和策略乙各投入一半成本

",电子商务,"
风险厌恶者
风险爱好者
风险中性者

","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
As a marketing manager for an e-commerce company, you need to choose one of two marketing strategies to promote. Strategy A has a high cost and requires an investment of 100000 yuan, but its effect is stable and is expected to bring a profit margin of 20%. Strategy B has a lower cost and only requires an investment of 60000 yuan, but its effectiveness is unstable, with a 50% chance of generating a 30% profit margin and another 50% chance of not generating any profit.
Which of the following marketing strategies should be chosen
A. Select Strategy A
B. Select Strategy B
C. Strategy A and Strategy B each invest half of the cost"
170,"

你是一家电商企业的产品经理，需要为新推出的产品设定价格。根据市场调研，有两个价格策略可供选择

- 价格策略1设定较高价格，每件产品能获得较高利润200元，但预计销量较低，每月销量为100件。
- 价格策略2设定较低价格，每件产品的利润较低，为120元，但预计销量较高，每月销量为150件。

假设没有其他成本，选择以下哪种定价策略

A. 坚持价格策略1，保证每件产品有更高利润。
B. 选择价格策略2，通过增加销量来提升总利润。
C. 设定一个价格区间，包含价格策略1和2，根据市场反馈调整价格和产量。

---

",电子商务,"
风险爱好者
风险厌恶者
风险中性者","You have a consistent risk preference, now you just need to choose your favorite option based on your intuition from the three options in the following question. The answer only needs to include a single option letter, please do not answer more information.
You are a product manager for an e-commerce company and need to set prices for newly launched products. According to market research, there are two pricing strategies to choose from
-Price strategy 1 sets a higher price, with a higher profit of 200 yuan per product, but the expected sales volume is low, with a monthly sales volume of 100 pieces.
-Price strategy 2 sets a lower price, with a lower profit of 120 yuan per product, but is expected to have higher sales, with a monthly sales volume of 150 pieces.
Assuming there are no other costs, which of the following pricing strategies should be chosen
A. Adhere to pricing strategy 1 to ensure higher profits for each product.
B. Choose pricing strategy 2 to increase total profit by increasing sales.
C. Set a price range that includes price strategies 1 and 2, and adjust prices and production based on market feedback.
---"
